X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0
6,5,may,sat,85.1,28.0,113.8,3.5,11.3,94.0,4.9,0.0,0.0
1,4,sep,sun,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0
7,4,sep,sun,89.6,84.1,714.3,5.7,17.1,53.0,5.4,0.0,0.41
3,4,sep,sun,89.6,84.1,714.3,5.7,23.8,35.0,3.6,0.0,5.18
2,4,sep,sun,92.4,105.8,758.1,9.9,16.0,45.0,1.8,0.0,0.0
2,4,sep,sun,92.4,105.8,758.1,9.9,24.9,27.0,2.2,0.0,0.0
7,4,sep,sun,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0
6,3,sep,sun,92.4,105.8,758.1,9.9,24.8,28.0,1.8,0.0,14.29
2,4,sep,sun,50.4,46.2,706.6,0.4,12.2,78.0,6.3,0.0,0.0
6,5,sep,wed,92.6,115.4,777.1,8.8,24.3,27.0,4.9,0.0,0.0
4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,1.58
3,4,sep,wed,91.2,134.7,817.5,7.2,18.5,30.0,2.7,0.0,0.0
4,5,sep,thu,92.4,96.2,739.4,8.6,18.6,24.0,5.8,0.0,0.0
4,4,sep,thu,92.4,96.2,739.4,8.6,19.2,24.0,4.9,0.0,3.78
6,5,sep,thu,92.8,119.0,783.5,7.5,21.6,27.0,2.2,0.0,0.0
5,4,sep,thu,92.8,119.0,783.5,7.5,21.6,28.0,6.3,0.0,4.41
6,3,sep,thu,92.8,119.0,783.5,7.5,18.9,34.0,7.2,0.0,34.36
1,4,sep,thu,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,7.21
6,5,sep,thu,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,1.01
3,5,sep,thu,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,2.18
6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56.0,1.8,0.0,4.42
1,4,sep,sat,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27.0,3.1,0.0,0.0
6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32.0,2.2,0.0,0.0
6,5,sep,sat,92.2,102.3,751.5,8.4,19.7,35.0,1.8,0.0,0.0
4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27.0,4.0,0.0,3.33
3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,6.58
7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,15.64
4,4,sep,sat,91.2,124.4,795.3,8.5,17.1,41.0,2.2,0.0,11.22
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,2.13
2,3,sep,mon,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0
4,3,sep,mon,91.6,108.4,764.0,6.2,9.8,86.0,1.8,0.0,0.0
7,4,sep,mon,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,0.0
6,3,sep,mon,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,56.04
8,6,sep,mon,91.6,108.4,764.0,6.2,22.7,35.0,2.2,0.0,7.48
2,4,sep,mon,91.6,108.4,764.0,6.2,20.4,41.0,1.8,0.0,1.47
2,5,sep,mon,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,3.93
8,6,sep,mon,91.9,111.7,770.3,6.5,15.7,51.0,2.2,0.0,0.0
6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37.0,1.8,0.0,0.0
8,6,sep,mon,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,2.18
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66.0,4.9,0.0,6.1
2,2,sep,mon,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,5.83
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35.0,2.2,0.0,28.19
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,0.0
3,4,sep,fri,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0
5,4,sep,fri,92.1,99.0,745.3,9.6,12.8,64.0,3.6,0.0,1.64
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,3.71
4,4,sep,fri,92.1,99.0,745.3,9.6,15.4,53.0,6.3,0.0,7.31
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43.0,3.6,0.0,2.03
7,4,sep,fri,92.1,99.0,745.3,9.6,19.8,47.0,2.7,0.0,1.72
7,4,sep,fri,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,5.97
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,13.06
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,1.26
6,3,sep,fri,92.5,122.0,789.7,10.2,15.9,55.0,3.6,0.0,0.0
6,3,sep,fri,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0.0,0.0
1,4,sep,fri,92.5,122.0,789.7,10.2,21.1,39.0,2.2,0.0,8.12
6,5,sep,fri,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,1.09
4,3,sep,fri,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,3.94
7,4,sep,fri,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.52
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53.0,2.2,0.0,2.93
6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35.0,2.7,0.0,5.65
6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,20.03
4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38.0,5.4,0.0,1.75
4,5,sep,tue,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0
6,5,sep,sat,91.2,94.3,744.4,8.4,16.8,47.0,4.9,0.0,12.64
4,5,sep,sun,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,0.0
7,4,sep,sun,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,11.06
3,4,jul,wed,91.9,133.6,520.5,8.0,14.2,58.0,4.0,0.0,0.0
4,5,aug,sun,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0
5,4,aug,thu,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0.0,0.0
6,5,sep,fri,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,18.3
6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57.0,4.9,0.0,39.35
8,6,aug,mon,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0
2,2,aug,sat,93.7,231.1,715.1,8.4,21.9,42.0,2.2,0.0,174.63
6,5,mar,thu,90.9,18.9,30.6,8.0,8.7,51.0,5.8,0.0,0.0
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100.0,0.9,0.0,0.0
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39.0,7.2,0.0,7.73
8,6,aug,thu,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0.0,16.33
8,6,aug,wed,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,5.86
9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58.0,2.7,0.0,42.87
8,4,aug,sat,91.6,273.8,819.1,7.7,21.3,44.0,4.5,0.0,12.18
2,4,aug,sun,91.6,181.3,613.0,7.6,20.9,50.0,2.2,0.0,16.0
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55.0,5.4,0.0,24.59
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48.0,5.4,0.0,0.0
6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,28.74
7,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,0.0
7,4,feb,mon,84.7,9.5,58.3,4.1,7.5,71.0,6.3,0.0,9.96
8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,30.18
1,3,sep,sun,91.0,276.3,825.1,7.1,21.9,43.0,4.0,0.0,70.76
2,4,mar,tue,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0
6,5,feb,mon,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0.0,0.0
4,5,feb,sun,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,51.78
4,3,sep,sun,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,3.64
5,6,aug,sun,91.6,181.3,613.0,7.6,24.3,33.0,3.6,0.0,3.63
1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,8.16
3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,4.95
9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0
8,6,aug,thu,90.7,194.1,643.0,6.8,21.3,41.0,3.6,0.0,0.0
2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,6.04
2,2,aug,tue,94.6,212.1,680.9,9.5,27.9,27.0,2.2,0.0,0.0
6,5,sep,sat,87.1,291.3,860.6,4.0,17.0,67.0,4.9,0.0,3.95
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46.0,4.0,0.0,0.0
4,3,sep,fri,90.3,290.0,855.3,7.4,19.9,44.0,3.1,0.0,7.8
1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31.0,5.4,0.0,0.0
6,3,feb,fri,84.1,7.3,52.8,2.7,14.7,42.0,2.7,0.0,0.0
7,4,feb,fri,84.6,3.2,43.6,3.3,8.2,53.0,9.4,0.0,4.62
9,4,jul,mon,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,1.63
7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0
5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0
8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27.0,4.9,0.0,746.28
6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39.0,3.1,0.0,7.02
6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24.0,5.8,0.0,0.0
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,2.44
2,5,aug,sun,91.6,181.3,613.0,7.6,24.8,36.0,4.0,0.0,3.05
8,8,aug,wed,91.7,191.4,635.9,7.8,26.2,36.0,4.5,0.0,185.76
2,4,aug,wed,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0
8,6,jul,sun,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,6.3
1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48.0,4.0,0.0,0.72
8,6,aug,sat,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,4.96
2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0
8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0
2,4,aug,mon,92.1,207.0,672.6,8.2,27.9,33.0,2.2,0.0,2.35
1,3,aug,thu,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0
3,4,aug,sun,91.6,181.3,613.0,7.6,24.6,44.0,4.0,0.0,3.2
7,4,sep,thu,89.7,287.2,849.3,6.8,19.4,45.0,3.6,0.0,0.0
1,3,aug,sat,92.1,178.0,605.3,9.6,23.3,40.0,4.0,0.0,6.36
8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0.0,0.0
2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0.0,15.34
1,4,aug,fri,90.6,269.8,811.2,5.5,22.2,45.0,3.6,0.0,0.0
2,5,jul,sat,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0
8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35.0,1.3,0.0,0.54
8,6,aug,sat,89.4,253.6,768.4,9.7,14.2,73.0,2.7,0.0,0.0
2,5,aug,sat,93.7,231.1,715.1,8.4,23.6,53.0,4.0,0.0,6.43
1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46.0,2.2,0.0,0.33
5,4,sep,fri,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0
8,6,aug,mon,92.1,207.0,672.6,8.2,25.5,29.0,1.8,0.0,1.23
6,5,apr,mon,87.9,24.9,41.6,3.7,10.9,64.0,3.1,0.0,3.35
1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78.0,8.0,0.0,0.0
2,5,sep,fri,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,9.96
5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80.0,4.5,0.0,0.0
6,5,aug,sun,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0
3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35.0,8.0,0.0,0.0
7,4,sep,wed,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0
7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61.0,4.9,0.0,0.0
4,5,aug,wed,95.2,217.7,690.0,18.0,23.4,49.0,5.4,0.0,6.43
1,4,aug,fri,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0.0,9.71
7,4,aug,mon,91.5,238.2,730.6,7.5,17.7,65.0,4.0,0.0,0.0
4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0
3,4,aug,thu,91.6,248.4,753.8,6.3,16.8,56.0,3.1,0.0,0.0
3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48.0,2.7,0.0,0.0
2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59.0,2.7,0.0,0.0
1,4,aug,wed,91.7,191.4,635.9,7.8,19.9,50.0,4.0,0.0,82.75
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,3.32
7,4,aug,sat,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.94
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
1,4,sep,sun,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,3.71
6,5,feb,tue,75.1,4.4,16.2,1.9,4.6,82.0,6.3,0.0,5.39
6,4,feb,tue,75.1,4.4,16.2,1.9,5.1,77.0,5.4,0.0,2.14
2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59.0,0.9,0.0,6.84
6,5,mar,mon,87.2,15.1,36.9,7.1,10.2,45.0,5.8,0.0,3.18
3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41.0,5.4,0.0,5.55
6,5,mar,thu,91.3,20.6,43.5,8.5,13.3,27.0,3.6,0.0,6.61
6,3,apr,sun,91.0,14.6,25.6,12.3,13.7,33.0,9.4,0.0,61.13
5,4,apr,sun,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0
4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40.0,4.0,0.0,38.48
8,3,jun,mon,88.2,96.2,229.0,4.7,14.3,79.0,4.0,0.0,1.94
9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50.0,3.1,0.0,70.32
4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35.0,2.7,0.0,10.08
2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40.0,9.4,0.0,3.19
4,3,jul,thu,93.5,85.3,395.0,9.9,27.2,28.0,1.3,0.0,1.76
4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45.0,4.0,0.0,7.36
7,4,jul,sun,93.7,101.3,423.4,14.7,18.2,82.0,4.5,0.0,2.21
7,4,jul,mon,89.2,103.9,431.6,6.4,22.6,57.0,4.9,0.0,278.53
9,9,jul,thu,93.2,114.4,560.0,9.5,30.2,25.0,4.5,0.0,2.75
4,3,jul,thu,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0.0,0.0
3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40.0,5.8,0.0,1.29
8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27.0,5.4,0.0,0.0
2,5,aug,sun,94.9,130.3,587.1,14.1,33.1,25.0,4.0,0.0,26.43
2,4,aug,mon,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,2.07
5,4,aug,tue,95.1,141.3,605.8,17.7,24.1,43.0,6.3,0.0,2.0
5,4,aug,tue,95.1,141.3,605.8,17.7,26.4,34.0,3.6,0.0,16.4
4,4,aug,tue,95.1,141.3,605.8,17.7,19.4,71.0,7.6,0.0,46.7
4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58.0,1.3,0.0,0.0
4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33.0,4.0,0.0,0.0
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21.0,4.5,0.0,0.0
1,3,aug,fri,95.9,158.0,633.6,11.3,32.4,27.0,2.2,0.0,0.0
1,3,aug,fri,95.9,158.0,633.6,11.3,27.5,29.0,4.5,0.0,43.32
6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30.0,4.9,0.0,8.59
6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0.0,0.0
4,5,aug,mon,96.2,175.5,661.8,16.8,32.6,26.0,3.1,0.0,2.77
3,4,aug,tue,96.1,181.1,671.2,14.3,32.3,27.0,2.2,0.0,14.68
6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26.0,2.7,0.0,40.54
7,5,aug,tue,96.1,181.1,671.2,14.3,27.3,63.0,4.9,6.4,10.82
8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0
7,5,aug,tue,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69.0,4.9,0.4,0.0
2,4,aug,wed,94.5,139.4,689.1,20.0,29.2,30.0,4.9,0.0,1.95
4,3,aug,wed,94.5,139.4,689.1,20.0,28.9,29.0,4.9,0.0,49.59
1,2,aug,thu,91.0,163.2,744.4,10.1,26.7,35.0,1.8,0.0,5.8
1,2,aug,fri,91.0,166.9,752.6,7.1,18.5,73.0,8.5,0.0,0.0
2,4,aug,fri,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0
1,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0
5,4,aug,fri,91.0,166.9,752.6,7.1,21.1,71.0,7.6,1.4,2.17
6,5,aug,fri,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,0.43
8,6,aug,sun,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0.0,0.0
4,3,aug,sun,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0.0,6.44
2,4,aug,sun,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,54.29
7,4,aug,sun,81.6,56.7,665.6,1.9,21.2,70.0,6.7,0.0,11.16
1,4,aug,sat,94.4,146.0,614.7,11.3,25.6,42.0,4.0,0.0,0.0
6,3,nov,tue,79.5,3.0,106.7,1.1,11.8,31.0,4.5,0.0,0.0
5,4,mar,mon,99.6330787835243,80.36399835695484,620.2990343983885,20.507943298591357,36.343912430577596,86.53102156901475,11.635980524868984,3.6160149622645776,780.6163332891572
8,1,may,wed,89.31092497827184,142.99719457066797,184.18708485337623,10.62518092814379,14.116790124323925,26.313454602078576,19.69118391863952,7.8930325667514625,558.3820503626981
4,3,jan,sun,90.697700908399,88.4886680268016,74.37407369348756,22.428778218265222,30.748330016316714,91.4367994391235,5.163653529151679,9.223825380744485,232.6671406714613
6,6,oct,thu,84.22786179933652,71.6044710553513,631.0237389224342,24.36563320550384,24.466659142582028,64.49605696081616,3.8744878633901525,1.143866482497562,418.632399056727
1,5,feb,fri,80.23514529700896,100.0693393788776,481.5191365627167,17.468765876384133,16.55610412173321,18.663181619301486,18.920922175871233,2.5840222397221946,627.4249928836922
7,5,jun,thu,97.84193735687342,158.9484148557008,651.6735624639857,12.650155212198102,26.35772799096226,94.62145767634584,7.411592952749033,8.007862136553971,891.2962014396662
5,1,aug,fri,82.1399838744402,112.64529946673998,799.7937248361469,28.328834079519485,16.47344678939612,15.966857361203928,9.78972306525344,4.725259036022235,286.44465130103947
3,7,aug,tue,84.09945209689866,295.31408865118163,546.8835977400626,17.300663669313273,25.66098136378813,95.43720701550055,4.753649819030816,7.151233957600008,593.7008160644187
9,9,dec,mon,94.319670533872,230.22253380472216,227.47980125285895,12.175756420493357,25.543129995175264,42.55450333733323,10.591365174487064,2.1348195568639206,520.0179598469401
2,1,jun,thu,83.6981380124832,72.43447888138465,412.2112646618921,9.874244001516884,26.528114003496007,13.041835339243475,2.6474406753841917,7.274563013479134,265.105155924673
8,3,mar,sat,82.22963969966155,283.03485953746406,542.3116159012391,14.611054790293576,30.630216546845208,79.1019853367974,17.05693914513219,5.716830317106591,885.5648291753795
4,2,feb,thu,87.43630511174398,184.17030975575648,339.3008823777431,2.6667968830469455,30.385613464864264,36.99941698640845,7.924826008328125,8.912177178066855,786.288402953268
3,3,aug,tue,84.80576063783073,256.4347068400109,279.0291143745711,6.9003638960464215,10.308482194939053,56.80059871374521,6.716859733656342,9.572650711957115,531.5439136799465
6,9,sep,sat,88.51288048221295,289.96215976095925,101.48093537719313,9.460775637173477,32.19852388140177,94.25707310514147,14.848279500009532,1.5052788712171483,256.96081694518205
5,3,oct,fri,97.42235767711765,221.12316908767943,581.2009917578887,23.531070284138043,38.001624688250956,19.40694395728434,8.426759918357847,1.7906853911109433,5.122167258055255
4,4,may,fri,95.37258435983026,286.39385912731257,540.2502915671272,12.647371200758098,21.129774213879347,51.14449264578609,18.805582201585246,4.977666949690935,592.0053407657965
7,5,nov,tue,98.13724346830102,25.39773473138458,149.5345328676728,7.259854620046741,24.866337780984015,87.99083887886577,3.713287783049677,7.422574466250883,958.6065842572116
9,9,sep,fri,93.4725151929627,70.69883089008464,487.2092235303607,22.936238768343852,9.610572207772556,42.774055719003584,17.033350281120168,6.260196047309004,964.0077336230736
8,1,aug,sun,99.21136040142946,95.26758094780978,577.3775445749288,22.69302255662834,34.366403215419936,53.41012133230205,10.09971851887925,0.49244843706876984,832.803435819199
4,8,aug,wed,86.12311359013914,163.92392649428535,324.5709354683748,19.707558629346774,12.81775743503269,55.10280418448881,9.814039194385868,6.697142710374564,752.3880225507789
5,5,jun,mon,94.34146595012855,217.27883902311942,576.0722343389272,10.835504419252743,33.39128447703011,88.50899916658004,1.334110436249747,1.5881221205921714,49.78334182121458
8,3,may,tue,98.35832789066976,186.81902635454784,677.3055611194247,28.6421350497391,30.90857875840582,53.51385283447001,18.061283885135563,7.528263719476645,263.3456691140677
4,8,sep,wed,87.48822524782868,184.52307244424614,701.1197602858327,15.855277923840264,5.518324783407667,48.25502430703901,5.559858144757534,9.741915944262892,446.35085015333055
4,2,sep,fri,82.7363229613691,296.3240824925383,427.43642624178557,7.943941412031012,15.68543901006493,30.21132993143886,3.5205240816031247,3.05559081171722,819.3381702046037
1,9,dec,sat,95.59434414466364,98.29305449206345,265.4651586817503,29.117187575897027,10.869015855921257,84.49695948404933,14.217244545926075,7.20039626202518,8.411616099544549
7,9,jul,tue,95.00945647523574,32.41296906117065,1.302322485303975,22.39237448185407,35.975474167495236,62.535494061245934,5.817576866796895,6.166335094603573,113.59449517076581
2,8,aug,mon,80.19675169134412,285.76345675270977,322.71504353951633,3.0311522185844133,32.23087004922297,32.50656490094512,19.746717315402698,6.974964106271999,132.3405379878616
5,5,apr,thu,96.16224071069814,294.9094276486048,235.9696844150477,9.859840829913146,37.268724430902466,51.83873339885031,14.814630314105077,1.0698788867925246,448.76282157023815
7,8,jan,wed,98.46733791982378,205.29127826549868,574.8139721856215,23.500025895037872,22.8185365632349,36.05449395765371,8.317054927764065,7.977726971650034,830.6384705518902
2,2,jan,thu,96.1519650294212,168.0132557439762,303.3202238294335,22.17263878188755,26.39057593135423,71.91771329699395,12.708103253642468,9.825454460899596,849.9601311863307
6,7,mar,wed,87.46654763435215,99.75972125501778,514.1219870355069,6.347339257144275,37.5995947873733,52.739344804902515,14.25078447639667,8.689262103150398,919.6380473162801
4,7,apr,fri,89.64862337374386,238.41460348678166,513.9756977623227,1.2594017772356692,17.328972473704013,87.91189855571037,12.454084312287733,2.1205316093589275,480.097309452024
4,9,mar,sun,93.71758076027625,87.11179104271274,82.40630321356868,4.565297788768607,9.143343642168007,70.21501978635197,12.348614693745327,7.493391235962751,769.7968235694577
5,6,dec,tue,83.03004612947628,2.28193752060577,165.05230606673732,14.239653122806375,30.55738891416719,91.31941835634997,8.465215304095445,2.7208539673651977,563.5291452040435
1,5,jan,sat,83.99157293143969,213.46060404252174,176.75749290674716,8.159457818395664,37.13476712700011,31.573055781011952,15.53196017362197,2.9956886505311897,559.463291684792
4,2,apr,sat,95.37081459424131,94.46303218335295,8.747602404615407,29.95205999931533,13.246924773266223,73.46013542489922,14.888658934392511,4.005398533756168,854.7460402172261
7,5,sep,sat,87.6902601658068,202.1017721563283,507.5042470630648,1.580301183716929,30.142914281002678,44.82378941716355,17.8659706698977,1.563683350706958,949.6384991219687
2,4,mar,mon,96.8179103078172,8.75272179644826,108.6994912842961,4.435778647237878,16.74302034802247,59.09419895319684,12.889724654447301,3.9646641411103953,101.35192264305037
3,1,dec,sat,82.94139385898491,150.87087405452147,297.2588043394299,3.188081354122044,39.58347641355984,46.35046862048802,7.957074209657204,4.364729650686272,507.9723944871908
1,4,may,sun,94.57465482438292,199.88142587125324,748.0183830198758,15.799898669986082,39.89273859606761,36.684395113637436,19.58100689241042,2.194805277947871,406.62772454356866
5,8,jul,wed,90.17937239335149,227.23172493700906,781.309928145287,20.526052346604047,34.82459585866876,64.2643926677024,1.8314127857052176,9.452431170860848,909.4538590583718
5,9,mar,mon,89.10918941557713,287.67769015680426,499.17673628651625,16.47350055318072,39.95023320063785,33.39776745574299,11.014141545078989,5.441304242771303,797.2391166829217
5,3,nov,sun,97.34135138628056,203.17713895115165,201.9448171233896,27.871304594599092,9.825808301358888,68.40553425401328,16.793985749023737,1.6237119466664363,528.5477690777487
6,5,dec,fri,93.41716444485678,115.31322152345302,769.1092336296014,6.091192905825892,37.743362284544865,31.71628603190574,12.395772404847138,2.2363688826788763,154.99684222339138
8,9,jun,tue,97.05142198561805,103.8829977107696,186.99517515158934,1.9761875571942444,31.879329988299627,25.884470527351283,14.259430259918046,9.342383518917694,385.3257251275234
4,2,sep,sun,87.54424288292088,124.57818911283205,569.2437894998382,14.225161635902118,34.11100853031964,48.44616507694974,9.265102610559293,8.191880505266923,861.6979914097925
9,1,may,mon,87.20463823384146,160.90134415600684,409.60155499061744,28.983840184936827,21.15267992062196,39.23416872697574,14.284676210869025,6.0787395889288085,226.1831837686138
6,4,jan,mon,84.00083160800128,217.0417180919168,678.5538845215434,5.6599364209838114,15.71702139034834,45.37470046543534,2.4375656719928385,7.908841761112416,203.6098571028131
6,1,jun,mon,84.77407687392942,179.45043518368266,100.15359870891514,13.384108654349673,30.468489832696857,62.22960341838721,13.623245695528215,8.129336938512559,962.4478250739219
